x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
0,0,0,0.33,0,0,0,1.99,0,0.051,0,1.786,3,0
0,0.08,0,0.08,0,0.08,0,0.08,0,0,0,1.833,3,0
0,0,0,0.5,0,0.1,0,0,0,0,0,1.133,3,0
0,0,0,0,0,0,0,0.85,0,0,0,1.228,3,0
0,0,0,0,0,0,0,0,0,0,0,1.25,3,0
0,0,0,0.92,0,0.23,0,0.23,0,0.026,0,2.222,3,0
0,0.16,0,1,0,0.25,0,2.68,0,0,0,2.432,3,0
0,0,0,0,0,0,0,1.62,0,0,0,3.039,3,0
0,0,0,3.03,0,0,0,0,0,0.5,0,1.538,3,0
0,0,0,0,0,0,0,16.66,0,0,0,3.714,3,0
0,0,0,0,0,0,0,3.84,0,0,0,3.631,3,0
0,0,0,0,0,0,0,3.84,0,0,0,3.631,3,0
0,0,0,0.89,0,0,0,0,0,0,0,1.583,3,0
0,0,0,2.17,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0.23,0,0.46,0,0.09,0,2.43,3,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,4.333,3,0
0,0,0,0,0,0,0,0,0,1.458,0,1.066,3,0
0,0,0,0,0,0.08,0,0.16,0,0,0,4.858,3,0
0,0.09,0,0.29,0,0,0,0.58,0,0,0.026,3.704,3,0
0,0.55,0,0.73,0,0.55,0.09,3.48,0,0,0.1,2.188,3,0
0,0,0,0.15,0,0,0,0.78,0,0,0.015,2.725,3,0
0,0.24,0,0,0,0,0,0.49,0,0,0.163,9.876,3,0
0,0,0,0,0,0.29,0,0.59,0,0.078,0,3.153,3,0
0,0,0,1.84,0,0,0,1.84,0,0,0,4.153,3,0
0,0,0.45,1.12,0,0,0,2.03,0,0.072,0.072,3.242,3,0
0.16,0,0,0.16,0.99,0,0,0,0,0.076,0.076,3.401,3,0
0,0,0,0,0,0,0,0,0,0,0,1.75,3,0
0,0,0,0.71,0,0,0,2.13,0,0.026,0,2.941,3,0
0,0,0,0,0,0,0,0,0,0,0,1.25,3,0
0,0.79,0,0.79,0,0,0,0,0,0,0,1.309,1,0
0,0,0,0.73,0.07,0.81,0,0.95,0,0,0.01,1.588,1,0
0,0,0,0,0,0,0,1.05,0,0,0,3.571,1,0
0,0,0,0,0,0,0,1.72,0,0.294,0,3.714,1,0
0,0,0,0.26,0,0,0,0.78,0,0.041,0,1.517,1,0
0,0,0,0.91,0,0,0,0.3,0,0.044,0,2.222,1,0
0,0,0,0,0,0,0,0,2.43,0.285,0,2.136,1,0
0,0,0,1.07,0,0,0,0.92,0,0,0,2.891,1,0
0,0,0,0,0,0,0,0,1.69,0,0,3.315,1,0
0,0,0,0,0,0,0,1.29,0,0,0,1.857,1,0
0,0,0,0,0,0,0,0,0,0,0,4.03,1,0
3.07,0,0,0,0,0,0,0,0,0.251,0,3.214,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0.6,0,0,0.6,0,0,1.607,1,0
0,0,0,3.57,0,0,0,3.57,0,0,0,1.545,1,0
0,0,0,0,0,0,0,0,0,0,0,4.413,1,0
0,0.65,0,1.62,0,0,0,0.32,0,0,0,4.093,1,0
0,0,0,0,0,0,0,2.54,0,0.123,0,5.515,1,0
0,0,0,0,0,0,0,1.66,0,0,0,4.052,1,0
0,0,0,0,0,0,0,0,0,0,0,1.333,1,0
0,0,0,0,0,0,0,0,0,0,0,1.666,1,0
0,0,0,0.78,0.78,0,0,0.78,0,0,0.136,2.62,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0.47,0,0,0,2.315,1,0
0,0,0,0,0,0,0,3.7,0,0,0,2.526,1,0
0,0,0,4.76,0,0,0,0,0,0,0,1.23,1,0
0,0,0,0,0,0,0,5.71,0,0,0,1.25,1,0
0,0,0,0,0,0,0,2.22,0,0,0,3.578,1,0
0,0,0,3.66,0,0.82,0,1.37,0,0,0,1.263,1,0
0,0,0,3.92,0,0,0,1.96,0,0,0,2.318,1,0
0,0,0,0,0,0,0,11.11,0,0,0,1,1,0
0,0,0,0,0,0,0,4.34,0,1.798,0,2.615,1,0
0,0,0,0,0,0,0,8.69,0,0,0,5.357,1,0
0,0.26,0,3.39,0.08,0,0,2.68,0,0,0.023,2.658,1,0
0,0,0,0,0,0,0,0,0,0,0,2.333,1,0
0,0,0,1.39,0,0,0,2.79,0,0,0,1.268,1,0
0,0.82,0,0.82,0,0,0,0,0,0,0,1.394,1,0
0.31,0,0.31,0.31,0,0,0,0,0,0,0,3.547,1,0
0,0.43,0.14,1.43,0,0.93,0,4.3,0,0,0.028,2.394,1,0
0,0,0,0.72,0,0,0,1.45,0,0,0,1.48,1,0
0.32,0,0,0.65,0,0,0,0,0,0,0,5.633,1,0
0,0,0.9,0,0,0,0,1.81,0,0.225,0,1.807,1,0
0,0,0,0,0,0,0,0,0,0,0,2.25,1,0
0,0,0,0,0,0,0,0,0,0.432,0,2,1,0
0,0.2,0,0.3,0,0.05,0,0.3,0.2,0,0,1.997,1,0
0,0,0,0,0,0,0,3.63,0,0,0,4.536,1,0
0,0,0,0.74,0,0,0,4.47,0,0.102,0,2.121,1,0
0,0,0,1.83,0,0,0,1.83,0,0.116,0,1.619,1,0
0,0,0,1.71,0,0,0,1.71,0,0,0,1.947,1,0
0,0,0,0,0,0.22,0,0.67,0,0.063,0,3.133,1,0
0,0,0,0,0,0,0,0,0,0,0,1.4,1,0
0,0.29,0,0.8,0,0.08,0,1.9,0,0.044,0.051,1.664,1,0
0,0,0,0,0,0.24,0,0.49,0,0.069,0,2.776,1,0
0,0,0,3.09,0,0.51,0,1.03,0,0,0,1.586,1,0
0,0,0,0,0,0,0,0,0,0,0,1.833,1,0
0,0,0.5,2,0,0,0,0,0,0.145,0,1.342,1,0
0,0,0,0.77,0,0,0,0,0,0.102,0,4.771,1,0
0,0,0,0,0,0,0,0,0,0.044,0,1.666,1,0
0,0,0,0,0,0,0,0,0,0,0,1.222,1,0
0,0,0.03,0.45,0.11,0.53,0,0,0.23,0.002,0,2.106,1,0
0,0,0,0.59,0,0,0,1.19,0,0,0,3.086,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,1.57,0,0,0,0,0.78,0.087,0,2.812,1,0
0,0,0,0.29,0,0.14,0,0.44,0.89,0,0,2.297,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.888,1,0
0,0,0,0,0,0,0,0,0,0.25,0,2.619,1,0
0,0,0,0,0,0,0,0,0,0,0,1.75,1,0
0,0,0,1.72,0,0,0,1.72,0,0,0,1.964,1,0
0,0,0,4.54,0,0,0,0,0,0,0,2,1,0
0,0,0,0.99,0.99,0,0,0.99,0,0.262,0,1.565,1,0
0,0,0,0,0,0,0,0,0,0,0,1.666,1,0
0,0,0,0,0,0,0,8.33,0,0,0,1.333,1,0
0,0,0,0.72,0,0,0,1.45,0,0,0,1.897,1,0
0,0,0,0.58,0,0,0,1.17,0,0,0,1.76,1,0
0,0,0,0,0,0,0,1.47,0,0,0,2.171,1,0
0,0,0,0,0,0,0,0,0,0,0,1.56,1,0
0,0,0,0,0,0,0,0,0,0,0,1.222,1,0
0,0,0,0,0,0,0,2.09,0,0.309,0,3.973,1,0
0,0,0,0,0,0,0,2,0,0.104,0,2.152,1,0
0,0,0,1.29,0,0,0,2.59,0,0,0,1.35,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.33,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.4,0,0,0,13.93,0,0,0,6.113,1,0
0,0,0,0,0,0,0,4.02,0,0,0,2.319,1,0
0,0,0,0.75,0,0,0,0,0,0,0,1.433,1,0
0,0,0,0.28,0,0,0,0.28,0,0.103,0,1.411,1,0
0,0,0,0,0,0,0,0,0,0,0,1.1,1,0
0,0,0,0,0,0,0,0,0,0,0,2.6,1,0
0,0,0,0,0,0,0,0,0,0,0,1.285,1,0
0,0,0,0,0,0,0,3.96,0.99,0.239,0,2.688,1,0
0,0,0,0.27,0,0.27,0,0.27,0,0,0,2.521,1,0
0,0,0,0,0,0,0,12.5,0,1.123,0,2.6,1,0
0,0,0,0.96,0,0,0,2.88,0,0.138,0,1.986,1,0
0,0,0,3.33,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,2.32,0,0,0,11.687,1,0
0,0,0,0.21,0,0,0,0.43,0,0,0,3.372,1,0
0,0,0,0,0.93,0,0,0,0,0,0,1.771,1,0
0,0,0,0,0,0,0,0.42,0,0,0.124,1.772,1,0
0,0.11,0,0,0,0.11,0,3.45,0,0,0.078,2.351,1,0
0,0,0,0,0,0,0,0,0,0,0,1.913,1,0
0,0,0,0,0,0,0,5.57,0,0,0,3.153,1,0
0,0.15,0.15,2.76,0,0,0,0.46,0,0,0,2.677,1,0
0,0,0,0,0,0,0,7.6,0,0,0,2.421,1,0
0,0,0,0,0,0,0,0,0,0,0,2.142,1,0
0,0,0,2.4,0,0,0,0,0,0,0,2.2,1,0
0,0,0,0,0,0,0,1.17,0,0.203,0,2.541,1,0
0,0,0,0,0,0,0,0,0,0,0,2.25,1,0
0,0,0,0,1.85,0,0,0,0,0,0,2.916,1,0
0,0,0,0.32,0,0,0,0,0,0,0,2.59,1,0
0,0,0,0,0,0,0,0,0,2.272,0,1.75,1,0
0,0.13,0,1.1,0,1.24,0,3.17,0,0,0,2.064,1,0
0,0,0,0,0,0,0,0,0,0,0,2.95,1,0
0,0,0,1.44,0,0.48,0,0.96,0,0,0.058,1.755,1,0
0,0,0,0,0,0,0,0,0,0.286,0,2.434,1,0
0,0,0,3.79,0,0,0,3.79,0,0.147,0,1.962,1,0
0,0,0,0.42,0,0,0,0,0,0,0,2.161,1,0
0,0,0,0,0,0,0,0,0,0.277,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,3.041,1,0
0,0.31,0,0.62,0,0,0,0,1.24,0,0,3.086,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1.38,0,0,2.77,0,0,0,2.333,1,0
0,0,0,0,0,0,0,0,0,0,0,1.416,1,0
0,0.39,0,1.27,0,0.49,0,2.74,0,0,0.026,2.247,1,0
0,0.22,0,0.44,0,0,0,0.44,0.44,0.033,0.033,2.28,1,0
0,0,0,0,0,0,0,0,0,0,0,2.75,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.09,0.59,0.09,0.39,0,1.57,0,0.068,0,2.059,1,0
0,0,0,0,0,0,0,0,0,0.055,0,1.685,1,0
0,0,0,0.45,0,0,0,0.45,0,0.486,0,3.782,1,0
0,0,0,0.76,0,0,0,0,0,0,0,1.411,1,0
0.22,0,1.1,0.44,0,0,0,0,0,0.073,0.146,2.574,1,0
0,0,0,0,0,0,0,0,0,0,0,1.227,1,0
0,0.18,0,0.55,0,0,0,0,1.48,0.029,0.029,3.455,1,0
0,0.4,0,0.34,0,0,0,0.52,0,0.053,0.03,2.548,1,0
0,0,0,0.93,0,0,0,3.73,0,0,0,1.533,1,0
0,0,0,1.02,0,0,0,3.06,0,0,0,1.718,1,0
0,0,0,0,0,0,0,0,0,0,0,3.478,1,0
0,0,0,0.85,0,0,0,0,0,0.331,0,1.842,1,0
0,0,0,3.57,0,1.78,0,1.78,0,0,0,1.72,1,0
0,0,0,0,0,0,0,0,0,0,0,3.368,1,0
0,0,0,0.19,0,0,0,0.19,0,0,0,2.217,1,0
0,0,0,0,0,0,0,8.33,0,0,0,3.333,1,0
0,0,0,0,0,0,0,0,0,0,0,3.166,1,0
0,0,0,0,0,0,0,0,0,0,0,2.95,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,3.478,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,1,0
0,0,0,0,0,0,0,0.55,0,0,0.052,6.894,1,0
0,0,0,0,0,0,0,3.51,0,0,0,3.552,1,0
0,0,2,2,0,0,0,0,0,0,0,5.888,1,0
0,0,0,0.79,0,0,0,0.79,0,0.149,0,1.482,1,0
0,0,0,0,0,0,0,0,0,0,0,1.375,1,0
0,0,0,0.33,0.33,0,0,0.99,0,0,0,2.016,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.24,0,0,0,1.72,0,0,0.117,1.89,1,0
0,0,0,0.73,0,0,0,8.08,0,0,0,2.666,1,0
0,0,0,0,0,0,0,1.56,0,0,0,1.945,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0.37,0,0,0,0.61,0,0,0.034,3.237,1,0
0,0,0,0,0,0,0,0,0,0,0,3.651,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,1,0
0,0,0,0,0,0,0,2.87,0,0,0.048,2.23,1,0
0,0.16,0,0,0,0,0,0.81,0.32,0,0,4.438,1,0
0,0.07,0.03,0.77,0,0.03,0,0,0.22,0.004,0,2.393,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,1,0
0,0.08,0,0.27,0,0.08,0,0,0.27,0.014,0,2.35,1,0
0,0,0,0,0,0,0,1.12,1.49,0,0,3.628,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,1.03,0,0,0,1.03,0,0,0,1.666,1,0
0,0,0,0.46,0,0.37,0,1.86,0,0,0,1.983,1,0
0,0,0,2.46,0,0,0,2.46,0,0.279,0,1.736,1,0
0,0,0,0.57,0,0,0,0.57,0,0,0,1.136,1,0
0,0,0,0,0,0,0,0,3.26,0,0,3.066,1,0
0,0,0,4.16,0,0,0,0,0,0.709,0,2.09,1,0
0,0,0,2.22,0,0,0,0,0,0,0,2.595,1,0
0,0,0.48,0,0.48,0.48,0,0,0,0.305,0.381,1.884,1,0
0,0,0.48,0,0.48,0.48,0,0,0,0.305,0.381,1.884,1,0
1.78,0,0,0,1.78,0,0,0,0,0,0,7,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.31,0.31,0,0,0,3.34,0,0.174,0,4.026,1,0
0,0,0,0.43,0,0,0,0.86,0,0.146,0,1.341,1,0
0,0.12,0.25,0.37,0,0.12,0,2.51,0,0.05,0,2.414,1,0
0,0,0,0.61,0,0,0,5.52,0,0,0,3.682,1,0
0,0,0,1.29,0,0,0,0,0,0,0,1,1,0
0,0,0,0.33,0,0,0,4.98,0,0.306,0,5.525,1,0
0,0,0,2.14,0,0,0,0.26,0,0,0,2.36,1,0
0,0,0,0,0,1.48,0,2.96,0,0,0.105,2.555,1,0
0,0.09,0.09,1.04,0,0,0,0.04,0,0,0,2.667,1,0
0,0,0,7.69,0,0,0,0,0,0,0,2.666,1,0
0,0,0,1.65,0,0.82,0,0,0,0,0,2.06,1,0
0,0,0,0.37,0,0,0,0,0,0,0,1.428,1,0
0,0,0,0,0,0,0,0,0,0.089,0,2.204,1,0
0,0,0,0.12,0,0,0,0,0,0.193,0,1.181,1,0
0,0,0,0.1,0,0,0,0.4,0,0,0,2.037,1,0
0,0,0,4.16,0,0,0,0,0,0,0,1.578,1,0
0,0,0,0.25,0,0,0,0,0,0,0,1.196,1,0
0,0,0,0,0,0,0,0.67,0,0,0.087,4.23,1,0
0,0,0,0,0,0,0,0,0,0,0.095,1.688,1,0
0,0,0,0,0,0,0,9.09,0,0,0,3.157,1,0
0,0,0,2.22,0,0,0,0,0,0,0,2.425,1,0
0,0,0,0.37,0,0,0,0.62,0,0,0.034,3.302,1,0
0,0,0,0.24,0.08,0,0,0.49,0,0,0.033,2.816,1,0
0,0,0,1.2,0,0,0,0,0,0,0,1.533,1,0
0,0,0,0.31,0.06,0,0,0.63,0,0,0.017,2.829,1,0
0.49,0.99,0,0.49,0,0,0,3.48,0,0,0,5.61,1,0
0.49,0.99,0,0.49,0,0,0,3.48,0,0,0,5.61,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,1,0
0,0,0,0,0,0,0,0,0.31,0,0,1.409,1,0
0,0,0,1.11,0,0,0,1.11,0,0,0,1.8,1,0
0,0,0,0,0,0,0,0,0,0,0,1.148,1,0
0,0,0,0,1.38,0,0,0,0,2.378,0,3.315,1,0
0,0,0,4.76,0,0,0,0,0,0.442,0,2.125,1,0
0,0,0,1.47,0,0,0,0,0,0,0,1.827,1,0
0,0,0.08,0.87,0,0.78,0,3.05,0,0,0.022,2.432,1,0
0,0,0,3.7,0,0,0,0,0,0.371,0,2.25,1,0
0,0,0,0,0,0,0,1.75,1.75,0.107,0,2.454,1,0
0,0.03,0,0.25,0.03,0.05,0,0,0.09,0.002,0.005,2.143,1,0
0,0,0,0,0,0,0,0,0,1.086,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.909,1,0
0,0,0,0.73,0,0,0,0,0,0,0,1.379,1,0
0,0,0,0,0,0,0,0,0,0,0,1.769,1,0
0,0,0,2.63,0,0,0,1.31,0,0,0,1.266,1,0
0,0,0,0,0,0,0,0,0,0,0,3.475,1,0
0,0,0,0.88,0,0,0,1.76,0,0,0,1.955,1,0
0,0,0,5.26,0,0,0,0,0,0.955,0,1.5,1,0
0,0,0,0.47,0,0,0,0.47,0,0,0,1.766,1,0
0,0,0,0,0,0,0,0,0,0.558,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,1.8,1,0
0,0,0,1.8,0,0,0,0,0,0,0,1.631,1,0
0,0,0,0,0,0,0,2.77,0,0.355,0,2.666,1,0
0,0,0,0.48,0,0.48,0,0.96,0,0,0,1.375,1,0
0,0,0.11,0.44,0,0,0,0.11,0,0,0,2.068,1,0
0,0,0,2.16,0,0,0,0.27,0,0,0,2.319,1,0
0,0,0,1.48,0,0,0,2.22,0,0,0,4.228,1,0
0,0,0,0.18,0,0,0,0.18,0,0,0,2.141,1,0
0,0,0,0,0,0,0,0,0,0.787,0,1.875,1,0
0,0,0,3.63,0,0,0,0,0,0,0,1.652,1,0
0,0,0,4.16,0,0,0,0,0,0.689,0,1.3,1,0
0,0,0,0,0,0,0,0,0,0,0,1.863,1,0
0,0,0,0,0,0,0.77,0,0.77,0.196,0,3.16,1,0
0,0,0,4.61,0,0,0,0,0,0,0,1.529,1,0
0,0.29,0.29,0.88,0,0,0,0.29,0,0.113,0.265,2.285,1,0
0,0,0,3.44,0,0,0,0,0,0,0,2.062,1,0
0,0,0,0,0,0,0,14.28,0,0,0,2.777,1,0
0,0,0.61,0.61,0,0,0,1.85,0,0,0,1.24,1,0
0,0,0.26,0,0,0,0,0.26,2.4,0,0.036,1.632,1,0
0,0,0,0,0,0,0,0,0,0,0,1.567,1,0
0,0,0,0,0,0,0,3.29,0,0,0,2.304,1,0
0,0,0,0,0,0,0,0,0,0.386,0,1.6,1,0
0,0,0,0,0,0,0,3.41,0,0.078,0,2.552,1,0
0,0.08,0,0.43,0,0,0,3.54,0,0,0.011,2.45,1,0
0,0,0,0,0,0,0,2.25,0,0,0,2.032,1,0
0,0,0,0,0,0,0,0,0,0.473,0,2.454,1,0
0,0,0,0,0,0,0,0,1.01,0.376,0,2.31,1,0
0,0,0,1.06,0,0,0,0,0,0.186,0,1.25,1,0
0,0,0.54,0.54,0,0,0,1.09,0,0,0,1.969,1,0
0,0,0,1.09,0,0,0,0,0,0,0,2.409,1,0
0,0,0,0,0,0,0,0,0,0.68,0,2.9,1,0
0,0.56,0,0,0,0,0,0,0.56,0.181,0,4.5,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,1,0
0,0,0,0,0,0,0,0,0,0.366,0,2,1,0
0,0,0,0,0,0,0,0,0,0.114,0,1.8,1,0
0,0,0,0.39,0,0,0,3.14,0,0.129,0,2.895,1,0
0,0,0.05,0.48,0.21,0.1,0.05,2.05,0,0.062,0.046,2.007,1,0
0,0,0,0.19,0.19,0.12,0.06,2.26,0,0.064,0.055,2.024,1,0
0,0,0,0,0,0,0,1.94,0,0,0,3.178,1,0
0,0,0,0.34,0,0,0,0,0,0,0,1.085,1,0
0,0,0,0,0,0,0,0,0,0,0,1.888,1,0
0,0,0,1.49,0,0,0,2.23,0,0,0,4,1,0
0,0,0,0,0,0,0,20,0,0,0,5.2,1,0
0,0,0,2.88,0,0,0,0.96,0,0,0,2.307,1,0
0,0,0,0,0,0,0,1.35,0,0,0,2.236,1,0
0,0,0,0.36,0.36,0,0,0.36,0,0.055,0,3.176,1,0
0,0,0,0,0,0,0,0,0,0.37,0,2.277,1,0
0,0,0,1.45,0,0,0,0,0,0,0,1.407,1,0
0,0,0,0,0,0,0,4.13,0,0.24,0,4.666,1,0
0,0,0,0.34,0,0,0,0.34,0,0,0,2.35,1,0
0,0,0,0,0,0,0,0,0,0.24,0,2.833,1,0
0,0,0,0,0,0,0,1.78,0,0,0,1.5,1,0
0,0,0,0,0,0,0,0,0,0,0,3.472,1,0
0,0,0,0.76,0,0,0,5.34,0,0,0,4.242,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,1,0
0,0,0,0,0,0,0,0,0,0.166,0,2.185,1,0
0.46,0,0,0.46,0,0,0,0.46,0,0.163,0,2.343,1,0
0,0,0,1.09,0,0,0,0,0,0,0,1,1,0
0,0,0,1.34,0,0.63,0,3.03,0,0,0,2.25,1,0
0,0,0,0,0,0,0,0,0,0,0,3.5,1,0
0,0,0,0.99,0,0,0,2.97,0,0,0,1.736,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,1.07,0,0,0,1.61,0,0.091,0,2.225,1,0
0,0,0,0,0,0,0,0,0,0,0,4.393,1,0
0,0,0,0.58,0,0,0,1.76,0,0.103,0,2,1,0
0,0,0,0.31,0,0,0,1.88,0,0.096,0,2.368,1,0
0,0,0,0.36,0,0,0,0.6,0,0,0.033,4.134,1,0
0,0.05,0,0.27,0,0.38,0,0.49,0,0,0.014,3.715,1,0
0,0,0,1.07,0,0,0,0,0,0.216,0,2.166,1,0
0,0,0,0,0,0,0,0.75,0,0.061,0,1.903,1,0
0,0,0,0,0,0,0,2.2,0,0,0,2.351,1,0
0,0,0,0,0,0,0,0,0,0,0,1.125,1,0
0,0,0,0,0,0,0,0,0,0.203,0,2.222,1,0
0,0,0,0,0,0,0,8.69,0,0,0,2.125,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0.57,0,0,0,0,0,0,3.583,1,0
0,0,0,0.24,0,0,0,0.24,0,0,0,3.574,1,0
0,0,0,3.22,0,0,0,0,0,0.564,0,1.818,1,0
0,0,0,0,0,0,0,0,0,0.097,0,2.3,1,0
0,0,0,0.68,0,0.68,0,0,0,0,0,1.41,1,0
0,0,0,0,0,0,0,0,0,0.389,0,1.26,1,0
0,0,0,0,0,0,0,0,0,0.231,0,1.761,1,0
0,0,0,1.58,0,0,0,0,0,0,0,1.09,1,0
0,0,0,1.04,0,0,0,0,0,0,0,1.071,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,2.56,0,0,0,2.21,1,0
0,0,0,0,0,0,0,1.69,0,0,0,1.777,1,0
0,0,0,0,0,0,0,0,0,0,0,1.611,1,0
0,0,0,0,0,0,0,0.48,0,0,0,1.275,1,0
0,0.38,0,0.38,0,0,0,0.64,0,0,0.036,3.167,1,0
0,0,0,0.25,0,0,0,0.5,0,0,0.022,3.995,1,0
0,0,0,0.89,0,0,0,0,0,0,0,2.375,1,0
0.24,0,0,0.37,0,0,0,1.24,0,0,0,1.801,1,0
0,0,0,0,0,0,0,3.75,0,0,0,1.833,1,0
0,0.21,0,1.06,0.1,0.21,0,3.5,0,0,0.057,2.409,1,0
0,0,0,0.61,0,0,0,1.22,0,0,0,2.283,1,0
0,0,0,3.12,0,0,0,0,0,0.27,0,1.5,1,0
0,0,0,0,0,0,0,4,0,0.211,0,1.38,1,0
0,0,0,0,0,0,0,0,0,0,0,6.526,1,0
0,0,0,1.54,0,2.06,0,3.6,0,0,0,1.574,1,0
0,0,0,0.89,0,0,0,1.78,0,0,0,2.292,1,0
0,0,0,0.78,0,0,0,0.78,0,0,0,2.714,1,0
0,0,0,0,0,0,0,1.29,0,0.19,0,1.857,1,0
0,0,0,0,0,0,0,0,0,0,0,1.826,1,0
0,0,0,1.36,0,0,0,0,0,0,0,2.035,1,0
0.87,0,0,0,2.63,0,0,0,0,0.798,0.159,18.454,1,0
0,0,0,1.4,0,0.7,0,0,0,0,0,18,1,0
0.3,0,0,0.3,0,0,0,0.75,0,0,0,1.703,1,0
0.41,0,0,1.04,0.41,0.41,1.04,0,0,0.866,0.103,5.052,1,0
0,0,0,0,0,0,0,0,0,0,0,3.787,1,0
0,0,0,0,0,0,0,0,0,0,0,1.785,1,0
0,0,0,0,0,0,0,0,0,0,0,1.461,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,1,0
0,0,0,3.08,0,0.14,0,0.98,0,0,0,1.82,1,0
0,0,0,0,0,0,0,0,0,0,0,1.562,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.285,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.285,1,0
0,0,0,0,0,0,0,1.4,0,0,0,4.533,1,0
0,0,0,0,0,0,0,0,0,0,0,1.285,1,0
0,0,0,0,0,0,0,2.56,0,0,0,2.093,1,0
0,0,0,0,0,0,0,0,0,0,0,4.062,1,0
0,0,0,1.26,1.26,0,0,0,0,0,0,1.285,1,0
0,0,0.77,0.25,0,0,0,0.25,0,0.207,0,10.409,1,0
0,0,0,0,0,0,0,12.5,0,0,0,5.857,1,0
0,0,0,1.53,0,0.76,0,3.84,0,0,0,2.297,1,0
0,0,2,2,0,0,0,0,0,0,0,5.888,1,0
0,0,0,0,0,0,0,3.51,0,0,0,3.552,1,0
0,0,2,2,0,0,0,0,0,0,0,5.888,1,0
0,0,0,0.79,0,0,0,0.79,0,0.149,0,1.482,1,0
0,0,0,0,0,0,0,0,0,0,0,1.375,1,0
0,0,0,0.33,0.33,0,0,0.99,0,0,0,2.016,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,1,0
0,0,0,1.02,0,0,0,2.38,0,0,0,2.604,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,1.428,1,0
0,0,0,0,0,0,0,2.8,0,0,0,2.097,1,0
0,0,0,0,0,0,0,0,0,0.74,0,1.625,1,0
0,0,0.53,2.94,0,0,0,0,0,0,0,1.58,1,0
0,0.55,0,0.13,0,0.27,0,2.79,0,0,0.053,2.662,1,0
0,0,0,0,0,0,0,4,0,0.176,0,1.758,1,0
0,0,0,2.46,0,0,0,2.46,0,0.278,0,1.736,1,0
0,0,0,0,3.7,0,0,0,0,0,0,1.166,1,0
0,0,0,0.17,0,0,0.17,0.17,0.17,0.031,0,1.564,1,0
0,0,0,0,0,0,0,0,0,0,0,1.75,1,0
0,0,0,0.1,0,0,0,2.06,2.6,0,0,4.06,1,0
0,0,0,0,0,0,0,0,0,0,0,1.6,1,0
0,0,0,0.17,0.17,0.34,0,1.53,0,0.167,0,1.894,1,0
0,0,0,0.44,0,0,0,0,0.44,0,0,1.613,1,0
0,0,0,0,0,0,0,0,0,0,0,1.142,1,0
0,0.24,0,0,0,0,0,0.49,0,0,0.16,9.31,1,0
0,0,0.44,0.89,0,0,0,0,1.33,0,0,1.731,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.86,0.86,0,0,0,0,0,0,0,1.047,1,0
0,0,0,0.51,0,0,0,0,0.25,0,0,1.287,1,0
0,0,0,0,0,0,0,0,1.56,0,0,1.75,1,0
